Symbol,Name,Latest,Change,%Change,High,Low,Volume,"Imp Vol","1M IV","3M IV",IV/HV,"5D/1M IV%","IV Rank","1M IV Rank ","IV Pctl","1M IV Pctl","Options Vol","5D Total Vol","Total OI","Call Open Int","Put Open Int","P/C OI","Exp Move",Time
ESU26,"S&P 500 E-Mini",7583,-5.75,-0.08%,7591.75,7581.25,10093,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:08 CT"
ESZ26,"S&P 500 E-Mini",7651,-4.5,-0.06%,7655.25,7650.75,20,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:02 CT"
ESH27,"S&P 500 E-Mini",7734,61.25,+0.80%,7734,7734,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESM27,"S&P 500 E-Mini",7807,62,+0.80%,7807,7807,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESU27,"S&P 500 E-Mini",7881.75,65,+0.83%,7881.75,7881.75,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESZ27,"S&P 500 E-Mini",7954.25,63.25,+0.80%,7954.25,7954.25,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESH28,"S&P 500 E-Mini",8032.5,64,+0.80%,8032.5,8032.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESM28,"S&P 500 E-Mini",8107.75,62.75,+0.78%,8107.75,8107.75,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESU28,"S&P 500 E-Mini",8181.25,61,+0.75%,8181.25,8181.25,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESZ28,"S&P 500 E-Mini",8258.5,65.75,+0.80%,8258.5,8258.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
NGQ26,"Natural Gas",3.018,0.0059999999999998,+0.20%,3.022,3.005,837,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:08 CT"
NGU26,"Natural Gas",2.967,0.0089999999999999,+0.30%,2.969,2.954,308,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:08 CT"
NGV26,"Natural Gas",2.99,0.0090000000000003,+0.30%,2.99,2.979,72,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:08 CT"
NGX26,"Natural Gas",3.192,0.008,+0.25%,3.192,3.182,30,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:06 CT"
NGZ26,"Natural Gas",3.838,0.002,+0.05%,3.838,3.838,17,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
NGF27,"Natural Gas",4.285,0.0060000000000002,+0.14%,4.285,4.28,25,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:08 CT"
NGG27,"Natural Gas",3.851,0.003,+0.08%,3.851,3.851,15,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
NGH27,"Natural Gas",3.031,0.006,+0.20%,3.031,3.031,30,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
NGJ27,"Natural Gas",2.84,0.009,+0.32%,2.841,2.84,27,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
NGK27,"Natural Gas",2.809,-0.066,-2.30%,2.883,2.808,6414,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
$VIX,"CBOE Volatility Index",15.84,-1.06,-6.27%,17.27,15.76,0,88.13%,102.53%,95.70%,0.61437813720022,138.22%,6.58%,6.58%,25%,73%,581714,568727,12252157,8977982,3274175,0.36468941461455,1.1475,2026-07-09
$JGBV,"Jpx Jgb VIX Index",3.82,-0.04,-1.04%,3.86,3.75,N/A,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"20:03 ET"
$CSHZ,"CSI China 300 Index",4876.31,120.78,+2.54%,4882.85,4734.87,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQJ26,"3-Month SOFR",96.37,0.005,+0.01%,96.37,96.3675,126,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQZ26,"3-Month SOFR",95.965,-0.015,-0.02%,95.97,95.96,4191,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:00 CT"
SQK26,"3-Month SOFR",96.3525,0.005,+0.01%,96.355,96.3525,617,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQM26,"3-Month SOFR",96.3225,0,0.00%,96.3225,96.3225,1538,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
SQN26,"3-Month SOFR",96.2525,0.0175,+0.02%,96.2525,96.2525,23,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQQ26,"3-Month SOFR",96.18,0.015,+0.02%,96.18,96.165,1,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQU26,"3-Month SOFR",96.12,-0.005,-0.01%,96.125,96.115,2881,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:00 CT"
SQV26,"3-Month SOFR",96.06,0.035,+0.04%,96.06,96.06,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQX26,"3-Month SOFR",96.015,0.035,+0.04%,96.015,96.015,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQF27,"3-Month SOFR",0,0,N/A,0,0,N/A,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
ZQQ26,"30-Day Fed Funds",96.315,0,0.00%,96.315,96.315,290,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
ZQN26,"30-Day Fed Funds",96.3725,0,0.00%,96.375,96.3725,39,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:53 CT"
ZQU26,"30-Day Fed Funds",96.255,0,0.00%,96.255,96.255,112,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
ZQV26,"30-Day Fed Funds",96.185,0,0.00%,96.185,96.18,617,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
ZQX26,"30-Day Fed Funds",96.135,-0.005,-0.01%,96.135,96.13,218,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
ZQZ26,"30-Day Fed Funds",96.065,-0.01,-0.01%,96.065,96.06,135,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
ZQF27,"30-Day Fed Funds",96.035,-0.005,-0.01%,96.035,96.025,233,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:01 CT"
ZQG27,"30-Day Fed Funds",96,-0.01,-0.01%,96.005,95.995,213,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:00 CT"
ZQH27,"30-Day Fed Funds",95.975,-0.015,-0.02%,95.975,95.97,16,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"18:59 CT"
ZQJ27,"30-Day Fed Funds",95.95,-0.015,-0.02%,95.95,95.945,55,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:01 CT"
VIQ26,"S&P 500 VIX",18.7,0.0444,+0.24%,18.7,18.65,426,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"19:06 CT"
TZN26,"30-Year Yield Futures",4.988,0,0.00%,4.988,4.988,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
TZQ26,"30-Year Yield Futures",5.018,0,0.00%,5.018,5.018,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
"Downloaded from Barchart.com as of 07-09-2026 07:18pm CDT"
