Symbol,Name,Latest,Change,%Change,High,Low,Volume,"Imp Vol","1M IV","3M IV",IV/HV,"5D/1M IV%","IV Rank","1M IV Rank ","IV Pctl","1M IV Pctl","Options Vol","5D Total Vol","Total OI","Call Open Int","Put Open Int","P/C OI","Exp Move",Time
ESU26,"S&P 500 E-Mini",7585,-3.75,-0.05%,7591.75,7574.5,37385,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:55 CT"
ESZ26,"S&P 500 E-Mini",7649.5,-6.,-0.08%,7655.25,7642,44,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
ESH27,"S&P 500 E-Mini",7734,61.25,+0.80%,7734,7734,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESM27,"S&P 500 E-Mini",7807,62,+0.80%,7807,7807,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESU27,"S&P 500 E-Mini",7881.75,65,+0.83%,7881.75,7881.75,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESZ27,"S&P 500 E-Mini",7954.25,63.25,+0.80%,7954.25,7954.25,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESH28,"S&P 500 E-Mini",8032.5,64,+0.80%,8032.5,8032.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESM28,"S&P 500 E-Mini",8107.75,62.75,+0.78%,8107.75,8107.75,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESU28,"S&P 500 E-Mini",8181.25,61,+0.75%,8181.25,8181.25,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
ESZ28,"S&P 500 E-Mini",8258.5,65.75,+0.80%,8258.5,8258.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
NGQ26,"Natural Gas",3.014,0.0019999999999998,+0.07%,3.022,3.005,2005,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGU26,"Natural Gas",2.961,0.0029999999999997,+0.10%,2.969,2.954,844,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGV26,"Natural Gas",2.985,0.004,+0.13%,2.991,2.979,231,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGX26,"Natural Gas",3.187,0.003,+0.09%,3.193,3.182,126,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGZ26,"Natural Gas",3.837,0.0010000000000003,+0.03%,3.843,3.835,82,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGF27,"Natural Gas",4.28,0.001,+0.02%,4.286,4.276,111,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGG27,"Natural Gas",3.847,-0.001,-0.03%,3.851,3.846,75,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGH27,"Natural Gas",3.027,0.002,+0.07%,3.031,3.025,147,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGJ27,"Natural Gas",2.831,0,0.00%,2.841,2.831,113,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
NGK27,"Natural Gas",2.812,0.003,+0.11%,2.813,2.809,52,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:34 CT"
$VIX,"CBOE Volatility Index",15.84,-1.06,-6.27%,17.27,15.76,0,88.13%,102.53%,95.70%,0.61437813720022,138.22%,6.58%,6.58%,25%,73%,581714,568727,12252157,8977982,3274175,0.36468941461455,1.1475,2026-07-09
$JGBV,"Jpx Jgb VIX Index",3.76,-0.01,-0.27%,3.97,3.75,N/A,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"22:00 ET"
$CSHZ,"CSI China 300 Index",4876.31,120.78,+2.54%,4882.85,4734.87,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQJ26,"3-Month SOFR",96.37,0.005,+0.01%,96.37,96.3675,126,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQZ26,"3-Month SOFR",95.975,-0.005,-0.01%,95.98,95.96,21024,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
SQK26,"3-Month SOFR",96.3525,0.005,+0.01%,96.3575,96.3525,617,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQM26,"3-Month SOFR",96.3225,0,0.00%,96.3225,96.32,4268,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
SQN26,"3-Month SOFR",96.255,0.0025,0.00%,96.255,96.255,41,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"20:51 CT"
SQQ26,"3-Month SOFR",96.18,0.015,+0.02%,96.18,96.155,1,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQU26,"3-Month SOFR",96.13,0.005,+0.01%,96.13,96.115,16967,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
SQV26,"3-Month SOFR",96.06,0.035,+0.04%,96.06,96.01,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQX26,"3-Month SOFR",96.015,0.035,+0.04%,96.015,95.96,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
SQF27,"3-Month SOFR",0,0,N/A,0,0,N/A,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
ZQQ26,"30-Day Fed Funds",96.32,0.0049999999999955,+0.01%,96.32,96.315,5205,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
ZQN26,"30-Day Fed Funds",96.3725,0,0.00%,96.375,96.3725,85,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:53 CT"
ZQU26,"30-Day Fed Funds",96.26,0.005,+0.01%,96.26,96.255,333,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:04 CT"
ZQV26,"30-Day Fed Funds",96.19,0.0049999999999955,+0.01%,96.19,96.18,2230,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
ZQX26,"30-Day Fed Funds",96.14,0,0.00%,96.14,96.13,986,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
ZQZ26,"30-Day Fed Funds",96.075,0,0.00%,96.075,96.06,451,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
ZQF27,"30-Day Fed Funds",96.045,0.005,+0.01%,96.045,96.025,383,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:34 CT"
ZQG27,"30-Day Fed Funds",96.01,0,0.00%,96.015,95.995,478,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
ZQH27,"30-Day Fed Funds",95.99,0,0.00%,95.99,95.97,39,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:34 CT"
ZQJ27,"30-Day Fed Funds",95.96,-0.005,-0.01%,95.965,95.945,103,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
VIQ26,"S&P 500 VIX",18.68,0.0244,+0.13%,18.75,18.65,573,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,"21:54 CT"
TZN26,"30-Year Yield Futures",4.988,0,0.00%,4.988,4.988,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
TZQ26,"30-Year Yield Futures",5.018,0,0.00%,5.018,5.018,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0,2026-07-09
"Downloaded from Barchart.com as of 07-09-2026 10:05pm CDT"
