Symbol,Name,Latest,Change,%Change,High,Low,Volume,"Imp Vol","1M IV","3M IV",IV/HV,"5D/1M IV%","IV Rank","1M IV Rank ","IV Pctl","1M IV Pctl","Options Vol","5D Total Vol","Total OI","Call Open Int","Put Open Int","P/C OI","Exp Move"
NGQ26,"Natural Gas",3.011,-0.001,-0.03%,3.022,3.005,2088,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGU26,"Natural Gas",2.96,0.0019999999999998,+0.07%,2.969,2.954,853,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGV26,"Natural Gas",2.984,0.0030000000000001,+0.10%,2.991,2.979,238,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGX26,"Natural Gas",3.185,0.001,+0.03%,3.193,3.182,132,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGZ26,"Natural Gas",3.837,0.0010000000000003,+0.03%,3.843,3.835,86,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGF27,"Natural Gas",4.278,-0.001,-0.02%,4.286,4.276,115,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGG27,"Natural Gas",3.847,-0.001,-0.03%,3.851,3.846,75,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGH27,"Natural Gas",3.027,0.002,+0.07%,3.031,3.025,147,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGJ27,"Natural Gas",2.831,0,0.00%,2.841,2.831,113,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
NGK27,"Natural Gas",2.812,0.003,+0.11%,2.813,2.809,52,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
$VIX,"CBOE Volatility Index",15.84,-1.06,-6.27%,17.27,15.76,0,88.13%,102.53%,95.70%,0.61437813720022,138.22%,6.58%,6.58%,25%,73%,581714,568727,12252157,8977982,3274175,0.36468941461455,1.1475
$JGBV,"Jpx Jgb VIX Index",3.76,-0.01,-0.27%,3.97,3.75,N/A,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
$CSHZ,"CSI China 300 Index",4876.31,120.78,+2.54%,4882.85,4734.87,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQJ26,"3-Month SOFR",96.37,0.005,+0.01%,96.37,96.3675,126,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQZ26,"3-Month SOFR",95.975,-0.005,-0.01%,95.98,95.96,21314,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQK26,"3-Month SOFR",96.3525,0.005,+0.01%,96.3575,96.3525,617,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQM26,"3-Month SOFR",96.3225,0,0.00%,96.3225,96.32,4268,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQN26,"3-Month SOFR",96.255,0.0024999999999977,0.00%,96.255,96.255,45,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQQ26,"3-Month SOFR",96.18,0.015,+0.02%,96.18,96.155,1,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQU26,"3-Month SOFR",96.13,0.005,+0.01%,96.13,96.115,16967,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQV26,"3-Month SOFR",96.06,0.035,+0.04%,96.06,96.01,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQX26,"3-Month SOFR",96.015,0.035,+0.04%,96.015,95.96,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
SQF27,"3-Month SOFR",0,0,N/A,0,0,N/A,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQQ26,"30-Day Fed Funds",96.32,0.0049999999999955,+0.01%,96.32,96.315,5325,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQN26,"30-Day Fed Funds",96.375,0.0024999999999977,0.00%,96.375,96.3725,87,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQU26,"30-Day Fed Funds",96.26,0.005,+0.01%,96.26,96.255,333,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQV26,"30-Day Fed Funds",96.19,0.0049999999999955,+0.01%,96.19,96.18,2235,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQX26,"30-Day Fed Funds",96.14,0,0.00%,96.14,96.13,986,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQZ26,"30-Day Fed Funds",96.075,0,0.00%,96.075,96.06,502,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQF27,"30-Day Fed Funds",96.045,0.005,+0.01%,96.045,96.025,383,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQG27,"30-Day Fed Funds",96.01,0,0.00%,96.015,95.995,478,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQH27,"30-Day Fed Funds",95.985,-0.005,-0.01%,95.99,95.97,40,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZQJ27,"30-Day Fed Funds",95.96,-0.005,-0.01%,95.965,95.945,103,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
VIQ26,"S&P 500 VIX",18.65,-0.0056,-0.03%,18.75,18.65,576,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TZN26,"30-Year Yield Futures",4.988,0,0.00%,4.988,4.988,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TZQ26,"30-Year Yield Futures",5.018,0,0.00%,5.018,5.018,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
"Downloaded from Barchart.com as of 07-09-2026 10:25pm CDT"
